Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
Pune,Tata Open,Kukushkin M.,Albot R.,1.53,2.37,2018,83.0
Pune,Tata Open,Ojeda Lara R.,Vesely J.,3.25,1.33,2018,83.0
Pune,Tata Open,Herbert P.H.,Cecchinato M.,1.28,3.5,2018,83.0
Pune,Tata Open,Simon G.,Sandgren T.,1.44,2.62,2018,83.0
Pune,Tata Open,Ramanathan R.,Carballes Baena R.,1.68,2.3,2018,83.0
Pune,Tata Open,Ivashka I.,Nagal S.,1.61,2.2,2018,83.0
Pune,Tata Open,Djere L.,Copil M.,2.75,1.4,2018,83.0
Pune,Tata Open,Haase R.,Kavcic B.,1.3,3.4,2018,83.0
Pune,Tata Open,Bhambri Y.,Kadhe A.,1.08,8.0,2018,83.0
Pune,Tata Open,Monteiro T.,Bemelmans R.,1.8,1.9,2018,83.0
Pune,Tata Open,Paire B.,Fucsovics M.,2.1,1.66,2018,83.0
Pune,Tata Open,Herbert P.H.,Bhambri Y.,2.25,1.57,2018,83.0
Pune,Tata Open,Haase R.,Jarry N.,1.3,3.4,2018,83.0
Pune,Tata Open,Simon G.,Bautista Agut R.,3.5,1.28,2018,83.0
Pune,Tata Open,Kukushkin M.,Djere L.,1.33,3.25,2018,83.0
Pune,Tata Open,Cilic M.,Ramanathan R.,1.08,8.0,2018,83.0
Pune,Tata Open,Ojeda Lara R.,Ivashka I.,2.75,1.4,2018,83.0
Pune,Tata Open,Anderson K.,Monteiro T.,1.08,8.0,2018,83.0
Pune,Tata Open,Cilic M.,Herbert P.H.,1.16,5.0,2018,83.0
Pune,Tata Open,Simon G.,Ojeda Lara R.,1.12,5.5,2018,83.0
Pune,Tata Open,Anderson K.,Kukushkin M.,1.22,4.33,2018,83.0
Pune,Tata Open,Paire B.,Haase R.,2.2,1.66,2018,83.0
Pune,Tata Open,Simon G.,Cilic M.,3.4,1.33,2018,83.0
Pune,Tata Open,Anderson K.,Paire B.,1.3,3.5,2018,83.0
Pune,Tata Open,Simon G.,Anderson K.,2.75,1.44,2018,83.0
Auckland,ASB Classic,Sousa J.,Young D.,1.72,2.0,2018,4.0
Auckland,ASB Classic,Ferrer D.,Wu Y.,1.2,4.33,2018,4.0
Auckland,ASB Classic,Khachanov K.,Sugita Y.,1.53,2.37,2018,4.0
Auckland,ASB Classic,Bautista Agut R.,Venus M.,1.03,12.0,2018,4.0
Auckland,ASB Classic,Shapovalov D.,Dutra Silva R.,1.33,3.25,2018,4.0
Auckland,ASB Classic,Cuevas P.,Daniel T.,,,2018,4.0
Auckland,ASB Classic,Gojowczyk P.,Smyczek T.,1.53,2.37,2018,4.0
Auckland,ASB Classic,Johnson S.,Caruana L.,,,2018,4.0
Auckland,ASB Classic,Vesely J.,Albot R.,1.72,2.0,2018,4.0
Auckland,ASB Classic,Lacko L.,Tsitsipas S.,2.75,1.4,2018,4.0
Auckland,ASB Classic,Haase R.,Ruud C.,1.36,3.0,2018,4.0
Auckland,ASB Classic,Chung H.,Sandgren T.,1.22,4.0,2018,4.0
Auckland,ASB Classic,Bautista Agut R.,Johnson S.,1.28,3.5,2018,4.0
Auckland,ASB Classic,Haase R.,Lacko L.,1.72,2.0,2018,4.0
Auckland,ASB Classic,Vesely J.,Querrey S.,2.62,1.44,2018,4.0
Auckland,ASB Classic,Gojowczyk P.,Sock J.,2.75,1.4,2018,4.0
Auckland,ASB Classic,Ferrer D.,Sousa J.,1.61,2.2,2018,4.0
Auckland,ASB Classic,Khachanov K.,Cuevas P.,1.57,2.25,2018,4.0
Auckland,ASB Classic,Del Potro J.M.,Shapovalov D.,1.36,3.0,2018,4.0
Auckland,ASB Classic,Chung H.,Isner J.,2.1,1.66,2018,4.0
Auckland,ASB Classic,Bautista Agut R.,Vesely J.,1.16,5.0,2018,4.0
Auckland,ASB Classic,Haase R.,Gojowczyk P.,2.2,1.66,2018,4.0
Auckland,ASB Classic,Ferrer D.,Chung H.,2.1,1.72,2018,4.0
Auckland,ASB Classic,Del Potro J.M.,Khachanov K.,1.28,3.75,2018,4.0
Auckland,ASB Classic,Bautista Agut R.,Haase R.,1.25,4.0,2018,4.0
Auckland,ASB Classic,Del Potro J.M.,Ferrer D.,1.3,3.5,2018,4.0
Auckland,ASB Classic,Bautista Agut R.,Del Potro J.M.,3.25,1.36,2018,4.0
Sydney,Sydney International,Lorenzi P.,Thompson J.,2.25,1.57,2018,5.0
Sydney,Sydney International,Dolgopolov O.,Troicki V.,1.4,2.75,2018,5.0
Sydney,Sydney International,Dzumhur D.,Struff J.L.,1.83,1.83,2018,5.0
Sydney,Sydney International,Berankis R.,Bolt A.,1.66,2.1,2018,5.0
Sydney,Sydney International,Millman J.,Popyrin A.,1.14,5.5,2018,5.0
Sydney,Sydney International,Medvedev D.,Kohlschreiber P.,2.25,1.57,2018,5.0
Sydney,Sydney International,Mannarino A.,Donskoy E.,1.44,2.62,2018,5.0
Sydney,Sydney International,Mayer L.,Zverev M.,2.0,1.72,2018,5.0
Sydney,Sydney International,Lopez F.,Vukic A.,1.3,3.4,2018,5.0
Sydney,Sydney International,De Minaur A.,Verdasco F.,2.5,1.5,2018,5.0
Sydney,Sydney International,Paire B.,Bedene A.,2.1,1.66,2018,5.0
Sydney,Sydney International,Donaldson J.,Simon G.,2.1,1.66,2018,5.0
Sydney,Sydney International,Mannarino A.,Berankis R.,1.28,3.5,2018,5.0
Sydney,Sydney International,Lorenzi P.,Ramos-Vinolas A.,2.25,1.57,2018,5.0
Sydney,Sydney International,Paire B.,Mayer L.,1.72,2.0,2018,5.0
Sydney,Sydney International,Fognini F.,Dolgopolov O.,2.62,1.44,2018,5.0
Sydney,Sydney International,Medvedev D.,Donaldson J.,1.83,1.83,2018,5.0
Sydney,Sydney International,De Minaur A.,Dzumhur D.,2.1,1.66,2018,5.0
Sydney,Sydney International,Lopez F.,Schwartzman D.,2.5,1.5,2018,5.0
Sydney,Sydney International,Muller G.,Millman J.,2.0,1.72,2018,5.0
Sydney,Sydney International,Fognini F.,Mannarino A.,2.1,1.72,2018,5.0
Sydney,Sydney International,Medvedev D.,Lorenzi P.,1.5,2.62,2018,5.0
Sydney,Sydney International,Paire B.,Muller G.,2.1,1.72,2018,5.0
Sydney,Sydney International,De Minaur A.,Lopez F.,1.8,1.9,2018,5.0
Sydney,Sydney International,Medvedev D.,Fognini F.,2.0,1.8,2018,5.0
Sydney,Sydney International,De Minaur A.,Paire B.,1.8,2.0,2018,5.0
Sydney,Sydney International,Medvedev D.,De Minaur A.,2.2,1.66,2018,5.0
Melbourne,Australian Open,Dolgopolov O.,Haider-Maurer A.,1.04,13.0,2018,6.0
Melbourne,Australian Open,Harrison R.,Sela D.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Edmund K.,Anderson K.,3.0,1.4,2018,6.0
Melbourne,Australian Open,Carreno Busta P.,Kubler J.,1.28,3.75,2018,6.0
Melbourne,Australian Open,Cuevas P.,Youzhny M.,1.72,2.1,2018,6.0
Melbourne,Australian Open,Istomin D.,Herbert P.H.,1.66,2.2,2018,6.0
Melbourne,Australian Open,Muller G.,Delbonis F.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Seppi A.,Moutet C.,1.33,3.4,2018,6.0
Melbourne,Australian Open,Rublev A.,Ferrer D.,1.9,1.9,2018,6.0
Melbourne,Australian Open,Ebden M.,Isner J.,3.5,1.3,2018,6.0
Melbourne,Australian Open,Nishioka Y.,Kohlschreiber P.,3.5,1.3,2018,6.0
Melbourne,Australian Open,Troicki V.,Bolt A.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Shapovalov D.,Tsitsipas S.,1.72,2.1,2018,6.0
Melbourne,Australian Open,Dimitrov G.,Novak D.,1.01,21.0,2018,6.0
Melbourne,Australian Open,Schwartzman D.,Lajovic D.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Cilic M.,Pospisil V.,1.12,6.0,2018,6.0
Melbourne,Australian Open,Dzumhur D.,Lorenzi P.,1.66,2.2,2018,6.0
Melbourne,Australian Open,Karlovic I.,Djere L.,1.9,1.9,2018,6.0
Melbourne,Australian Open,Mcdonald M.,Ymer E.,1.9,1.9,2018,6.0
Melbourne,Australian Open,Simon G.,Copil M.,1.4,3.0,2018,6.0
Melbourne,Australian Open,Sugita Y.,Sock J.,3.0,1.4,2018,6.0
Melbourne,Australian Open,Basilashvili N.,Melzer G.,1.5,2.62,2018,6.0
Melbourne,Australian Open,Baghdatis M.,Bhambri Y.,1.72,2.1,2018,6.0
Melbourne,Australian Open,Millman J.,Coric B.,2.1,1.72,2018,6.0
Melbourne,Australian Open,Mayer L.,Jarry N.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Ruud C.,Halys Q.,1.8,2.0,2018,6.0
Melbourne,Australian Open,Bemelmans R.,Pouille L.,5.0,1.16,2018,6.0
Melbourne,Australian Open,Kyrgios N.,Dutra Silva R.,1.02,19.0,2018,6.0
Melbourne,Australian Open,Nadal R.,Estrella Burgos V.,1.005,29.0,2018,6.0
Melbourne,Australian Open,Jaziri M.,Caruso S.,1.66,2.2,2018,6.0
Melbourne,Australian Open,Sousa J.,Brown D.,1.36,3.25,2018,6.0
Melbourne,Australian Open,Tsonga J.W.,King K.,1.08,8.0,2018,6.0
Melbourne,Australian Open,Lacko L.,Raonic M.,5.5,1.14,2018,6.0
Melbourne,Australian Open,Vesely J.,Safranek V.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Fucsovics M.,Albot R.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Verdasco F.,Bautista Agut R.,2.75,1.44,2018,6.0
Melbourne,Australian Open,Benneteau J.,Daniel T.,1.53,2.5,2018,6.0
Melbourne,Australian Open,Mannarino A.,Berrettini M.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Kicker N.,Thompson J.,5.5,1.14,2018,6.0
Melbourne,Australian Open,Marterer M.,Stebe C.M.,1.53,2.5,2018,6.0
Melbourne,Australian Open,Sonego L.,Haase R.,3.75,1.28,2018,6.0
Melbourne,Australian Open,Querrey S.,Lopez F.,1.72,2.1,2018,6.0
Melbourne,Australian Open,Zverev A.,Fabbiano T.,1.01,23.0,2018,6.0
Melbourne,Australian Open,Goffin D.,Bachinger M.,1.03,15.0,2018,6.0
Melbourne,Australian Open,Gojowczyk P.,Kukushkin M.,1.53,2.5,2018,6.0
Melbourne,Australian Open,Wawrinka S.,Berankis R.,1.5,2.62,2018,6.0
Melbourne,Australian Open,Ramos-Vinolas A.,Donaldson J.,2.1,1.72,2018,6.0
Melbourne,Australian Open,Donskoy E.,Mayer F.,1.57,2.37,2018,6.0
Melbourne,Australian Open,Kudla D.,Johnson S.,3.75,1.28,2018,6.0
Melbourne,Australian Open,Djokovic N.,Young D.,1.07,8.0,2018,6.0
Melbourne,Australian Open,Sandgren T.,Chardy J.,2.1,1.72,2018,6.0
Melbourne,Australian Open,Smyczek T.,Popyrin A.,1.28,3.75,2018,6.0
Melbourne,Australian Open,Fognini F.,Zeballos H.,1.22,4.33,2018,6.0
Melbourne,Australian Open,Struff J.L.,Kwon S.W.,1.2,4.5,2018,6.0
Melbourne,Australian Open,Medvedev D.,Kokkinakis T.,2.2,1.66,2018,6.0
Melbourne,Australian Open,Monfils G.,Munar J.,1.08,8.0,2018,6.0
Melbourne,Australian Open,Gasquet R.,Kavcic B.,1.03,15.0,2018,6.0
Melbourne,Australian Open,Khachanov K.,Polansky P.,1.2,4.5,2018,6.0
Melbourne,Australian Open,Garcia-Lopez G.,Paire B.,2.75,1.44,2018,6.0
Melbourne,Australian Open,Chung H.,Zverev M.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Berdych T.,De Minaur A.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Federer R.,Bedene A.,1.01,21.0,2018,6.0
Melbourne,Australian Open,Thiem D.,Pella G.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Del Potro J.M.,Tiafoe F.,1.1,7.0,2018,6.0
Melbourne,Australian Open,Basilashvili N.,Bemelmans R.,1.72,2.1,2018,6.0
Melbourne,Australian Open,Muller G.,Jaziri M.,1.12,6.0,2018,6.0
Melbourne,Australian Open,Seppi A.,Nishioka Y.,1.57,2.37,2018,6.0
Melbourne,Australian Open,Carreno Busta P.,Simon G.,2.2,1.66,2018,6.0
Melbourne,Australian Open,Tsonga J.W.,Shapovalov D.,1.61,2.3,2018,6.0
Melbourne,Australian Open,Edmund K.,Istomin D.,1.4,3.0,2018,6.0
Melbourne,Australian Open,Karlovic I.,Sugita Y.,2.5,1.53,2018,6.0
Melbourne,Australian Open,Cilic M.,Sousa J.,1.08,8.0,2018,6.0
Melbourne,Australian Open,Dzumhur D.,Millman J.,2.37,1.57,2018,6.0
Melbourne,Australian Open,Harrison R.,Cuevas P.,1.61,2.25,2018,6.0
Melbourne,Australian Open,Nadal R.,Mayer L.,1.02,17.0,2018,6.0
Melbourne,Australian Open,Schwartzman D.,Ruud C.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Rublev A.,Baghdatis M.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Kyrgios N.,Troicki V.,1.06,10.0,2018,6.0
Melbourne,Australian Open,Dimitrov G.,Mcdonald M.,1.02,19.0,2018,6.0
Melbourne,Australian Open,Dolgopolov O.,Ebden M.,1.53,2.5,2018,6.0
Melbourne,Australian Open,Fucsovics M.,Querrey S.,3.4,1.33,2018,6.0
Melbourne,Australian Open,Ramos-Vinolas A.,Smyczek T.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Thiem D.,Kudla D.,1.06,10.0,2018,6.0
Melbourne,Australian Open,Kicker N.,Lacko L.,5.5,1.14,2018,6.0
Melbourne,Australian Open,Berdych T.,Garcia-Lopez G.,1.14,5.5,2018,6.0
Melbourne,Australian Open,Mannarino A.,Vesely J.,1.4,3.0,2018,6.0
Melbourne,Australian Open,Fognini F.,Donskoy E.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Del Potro J.M.,Khachanov K.,1.16,5.0,2018,6.0
Melbourne,Australian Open,Djokovic N.,Monfils G.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Benneteau J.,Goffin D.,8.0,1.08,2018,6.0
Melbourne,Australian Open,Chung H.,Medvedev D.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Gasquet R.,Sonego L.,1.1,7.0,2018,6.0
Melbourne,Australian Open,Marterer M.,Verdasco F.,3.5,1.28,2018,6.0
Melbourne,Australian Open,Zverev A.,Gojowczyk P.,1.16,5.0,2018,6.0
Melbourne,Australian Open,Sandgren T.,Wawrinka S.,3.25,1.36,2018,6.0
Melbourne,Australian Open,Federer R.,Struff J.L.,1.02,19.0,2018,6.0
Melbourne,Australian Open,Edmund K.,Basilashvili N.,1.22,4.33,2018,6.0
Melbourne,Australian Open,Carreno Busta P.,Muller G.,1.61,2.3,2018,6.0
Melbourne,Australian Open,Dimitrov G.,Rublev A.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Seppi A.,Karlovic I.,1.53,2.5,2018,6.0
Melbourne,Australian Open,Schwartzman D.,Dolgopolov O.,2.1,1.72,2018,6.0
Melbourne,Australian Open,Kyrgios N.,Tsonga J.W.,1.4,3.0,2018,6.0
Melbourne,Australian Open,Nadal R.,Dzumhur D.,1.02,17.0,2018,6.0
Melbourne,Australian Open,Cilic M.,Harrison R.,1.14,5.5,2018,6.0
Melbourne,Australian Open,Sandgren T.,Marterer M.,2.2,1.66,2018,6.0
Melbourne,Australian Open,Thiem D.,Mannarino A.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Fognini F.,Benneteau J.,1.44,2.75,2018,6.0
Melbourne,Australian Open,Chung H.,Zverev A.,2.25,1.61,2018,6.0
Melbourne,Australian Open,Fucsovics M.,Kicker N.,1.16,5.0,2018,6.0
Melbourne,Australian Open,Berdych T.,Del Potro J.M.,2.37,1.57,2018,6.0
Melbourne,Australian Open,Djokovic N.,Ramos-Vinolas A.,1.08,8.0,2018,6.0
Melbourne,Australian Open,Federer R.,Gasquet R.,1.07,9.0,2018,6.0
Melbourne,Australian Open,Cilic M.,Carreno Busta P.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Nadal R.,Schwartzman D.,1.06,10.0,2018,6.0
Melbourne,Australian Open,Edmund K.,Seppi A.,1.36,3.25,2018,6.0
Melbourne,Australian Open,Dimitrov G.,Kyrgios N.,2.3,1.61,2018,6.0
Melbourne,Australian Open,Berdych T.,Fognini F.,1.3,3.5,2018,6.0
Melbourne,Australian Open,Federer R.,Fucsovics M.,1.02,17.0,2018,6.0
Melbourne,Australian Open,Sandgren T.,Thiem D.,7.0,1.1,2018,6.0
Melbourne,Australian Open,Chung H.,Djokovic N.,4.0,1.25,2018,6.0
Melbourne,Australian Open,Edmund K.,Dimitrov G.,3.75,1.28,2018,6.0
Melbourne,Australian Open,Cilic M.,Nadal R.,4.0,1.25,2018,6.0
Melbourne,Australian Open,Chung H.,Sandgren T.,1.25,4.0,2018,6.0
Melbourne,Australian Open,Federer R.,Berdych T.,1.14,5.5,2018,6.0
Melbourne,Australian Open,Cilic M.,Edmund K.,1.33,3.4,2018,6.0
Melbourne,Australian Open,Federer R.,Chung H.,1.12,6.0,2018,6.0
Melbourne,Australian Open,Federer R.,Cilic M.,1.22,4.5,2018,6.0
Montpellier,Open Sud de France,Paire B.,Zverev M.,1.5,2.5,2018,59.0
Montpellier,Open Sud de France,Rublev A.,Garcia-Lopez G.,1.33,3.25,2018,59.0
Montpellier,Open Sud de France,Taberner C.,Gombos N.,3.75,1.25,2018,59.0
Montpellier,Open Sud de France,Chardy J.,Tsitsipas S.,2.1,1.66,2018,59.0
Montpellier,Open Sud de France,Berankis R.,Benneteau J.,2.75,1.4,2018,59.0
Montpellier,Open Sud de France,Simon G.,Maden Y.,1.25,3.75,2018,59.0
Montpellier,Open Sud de France,Khachanov K.,Ferrer D.,1.72,2.0,2018,59.0
Montpellier,Open Sud de France,Herbert P.H.,De Schepper K.,1.83,1.83,2018,59.0
Montpellier,Open Sud de France,Millman J.,Sugita Y.,1.44,2.62,2018,59.0
Montpellier,Open Sud de France,Bemelmans R.,Hemery C.,1.66,2.1,2018,59.0
Montpellier,Open Sud de France,Mahut N.,Brown D.,1.66,2.1,2018,59.0
Montpellier,Open Sud de France,Gasquet R.,Medvedev D.,1.36,3.0,2018,59.0
Montpellier,Open Sud de France,Goffin D.,Simon G.,1.28,3.5,2018,59.0
Montpellier,Open Sud de France,Rublev A.,Chardy J.,1.5,2.5,2018,59.0
Montpellier,Open Sud de France,Khachanov K.,Berankis R.,1.4,2.75,2018,59.0
Montpellier,Open Sud de France,Dzumhur D.,Bemelmans R.,1.57,2.25,2018,59.0
Montpellier,Open Sud de France,Gasquet R.,Herbert P.H.,1.16,5.0,2018,59.0
Montpellier,Open Sud de France,Tsonga J.W.,Mahut N.,1.14,5.5,2018,59.0
Montpellier,Open Sud de France,Pouille L.,Taberner C.,1.12,6.0,2018,59.0
Montpellier,Open Sud de France,Paire B.,Millman J.,1.61,2.2,2018,59.0
Montpellier,Open Sud de France,Goffin D.,Khachanov K.,1.3,3.5,2018,59.0
Montpellier,Open Sud de France,Gasquet R.,Dzumhur D.,1.3,3.5,2018,59.0
Montpellier,Open Sud de France,Tsonga J.W.,Rublev A.,1.66,2.2,2018,59.0
Montpellier,Open Sud de France,Pouille L.,Paire B.,1.53,2.5,2018,59.0
Montpellier,Open Sud de France,Gasquet R.,Goffin D.,2.3,1.61,2018,59.0
Montpellier,Open Sud de France,Pouille L.,Tsonga J.W.,2.2,1.66,2018,59.0
Montpellier,Open Sud de France,Pouille L.,Gasquet R.,2.25,1.61,2018,59.0
Quito,Ecuador Open,Moutet C.,Menendez-Maceiras A.,1.61,2.2,2018,72.0
Quito,Ecuador Open,Martin A.,Dutra Silva R.,1.66,2.1,2018,72.0
Quito,Ecuador Open,Travaglia S.,Andujar P.,1.44,2.62,2018,72.0
Quito,Ecuador Open,Ruud C.,Berlocq C.,1.57,2.25,2018,72.0
Quito,Ecuador Open,Estrella Burgos V.,Bellucci T.,1.57,2.25,2018,72.0
Quito,Ecuador Open,Carballes Baena R.,Gaio F.,1.36,3.0,2018,72.0
Quito,Ecuador Open,Monteiro T.,Zeballos H.,2.1,1.66,2018,72.0
Quito,Ecuador Open,Giannessi A.,Polansky P.,1.4,2.75,2018,72.0
Quito,Ecuador Open,Jarry N.,Bagnis F.,1.72,2.0,2018,72.0
Quito,Ecuador Open,Karlovic I.,Escobedo E.,1.53,2.37,2018,72.0
Quito,Ecuador Open,Melzer G.,Cecchinato M.,1.53,2.37,2018,72.0
Quito,Ecuador Open,Quiroz R.,Hanfmann Y.,2.75,1.4,2018,72.0
Quito,Ecuador Open,Melzer G.,Estrella Burgos V.,1.66,2.1,2018,72.0
Quito,Ecuador Open,Carballes Baena R.,Lorenzi P.,2.1,1.66,2018,72.0
Quito,Ecuador Open,Jarry N.,Travaglia S.,1.53,2.37,2018,72.0
Quito,Ecuador Open,Moutet C.,Karlovic I.,2.25,1.57,2018,72.0
Quito,Ecuador Open,Ramos-Vinolas A.,Quiroz R.,1.14,5.5,2018,72.0
Quito,Ecuador Open,Monteiro T.,Giannessi A.,1.57,2.25,2018,72.0
Quito,Ecuador Open,Monfils G.,Ruud C.,1.36,3.0,2018,72.0
Quito,Ecuador Open,Martin A.,Carreno Busta P.,3.75,1.25,2018,72.0
Quito,Ecuador Open,Carballes Baena R.,Jarry N.,2.0,1.8,2018,72.0
Quito,Ecuador Open,Martin A.,Moutet C.,1.72,2.1,2018,72.0
Quito,Ecuador Open,Monteiro T.,Monfils G.,4.33,1.22,2018,72.0
Quito,Ecuador Open,Ramos-Vinolas A.,Melzer G.,1.66,2.2,2018,72.0
Quito,Ecuador Open,Carballes Baena R.,Martin A.,1.8,2.0,2018,72.0
Quito,Ecuador Open,Ramos-Vinolas A.,Monteiro T.,1.36,3.25,2018,72.0
Quito,Ecuador Open,Carballes Baena R.,Ramos-Vinolas A.,3.0,1.4,2018,72.0
Sofia,Garanti Koza Sofia Open,Lacko L.,Donskoy E.,1.8,1.9,2018,76.0
Sofia,Garanti Koza Sofia Open,Sousa J.,Kuzmanov D.,1.22,4.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Basic M.,Mayer F.,,,2018,76.0
Sofia,Garanti Koza Sofia Open,Kovalik J.,Albot R.,1.9,1.8,2018,76.0
Sofia,Garanti Koza Sofia Open,Klizan M.,Donski A.,1.03,15.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Istomin D.,Andreev A.,1.02,17.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Troicki V.,Gulbis E.,1.66,2.1,2018,76.0
Sofia,Garanti Koza Sofia Open,Kavcic B.,Djere L.,2.1,1.66,2018,76.0
Sofia,Garanti Koza Sofia Open,Copil M.,Haase R.,2.1,1.66,2018,76.0
Sofia,Garanti Koza Sofia Open,Seppi A.,Youzhny M.,1.72,2.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Marterer M.,Jaziri M.,1.36,3.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Baghdatis M.,Caruso S.,1.28,3.5,2018,76.0
Sofia,Garanti Koza Sofia Open,Kovalik J.,Lacko L.,2.62,1.44,2018,76.0
Sofia,Garanti Koza Sofia Open,Basic M.,Kohlschreiber P.,2.25,1.57,2018,76.0
Sofia,Garanti Koza Sofia Open,Marterer M.,Sousa J.,1.72,2.0,2018,76.0
Sofia,Garanti Koza Sofia Open,Muller G.,Seppi A.,1.61,2.2,2018,76.0
Sofia,Garanti Koza Sofia Open,Copil M.,Kavcic B.,1.3,3.4,2018,76.0
Sofia,Garanti Koza Sofia Open,Troicki V.,Istomin D.,1.61,2.2,2018,76.0
Sofia,Garanti Koza Sofia Open,Baghdatis M.,Mannarino A.,2.25,1.57,2018,76.0
Sofia,Garanti Koza Sofia Open,Wawrinka S.,Klizan M.,1.57,2.25,2018,76.0
Sofia,Garanti Koza Sofia Open,Copil M.,Muller G.,2.37,1.57,2018,76.0
Sofia,Garanti Koza Sofia Open,Kovalik J.,Baghdatis M.,3.25,1.36,2018,76.0
Sofia,Garanti Koza Sofia Open,Wawrinka S.,Troicki V.,1.5,2.62,2018,76.0
Sofia,Garanti Koza Sofia Open,Basic M.,Marterer M.,2.37,1.57,2018,76.0
Sofia,Garanti Koza Sofia Open,Copil M.,Kovalik J.,1.44,2.75,2018,76.0
Sofia,Garanti Koza Sofia Open,Basic M.,Wawrinka S.,3.75,1.28,2018,76.0
Sofia,Garanti Koza Sofia Open,Basic M.,Copil M.,2.3,1.61,2018,76.0
Buenos Aires,Argentina Open,Lajovic D.,Bagnis F.,2.0,1.72,2018,13.0
Buenos Aires,Argentina Open,Delbonis F.,Mayer F.,1.25,3.75,2018,13.0
Buenos Aires,Argentina Open,Bellucci T.,Cachin P.,1.33,3.25,2018,13.0
Buenos Aires,Argentina Open,Garcia-Lopez G.,Berlocq C.,1.8,1.9,2018,13.0
Buenos Aires,Argentina Open,Pella G.,Kicker N.,1.44,2.62,2018,13.0
Buenos Aires,Argentina Open,Bedene A.,Vesely J.,1.9,1.8,2018,13.0
Buenos Aires,Argentina Open,Mayer L.,Dutra Silva R.,1.44,2.62,2018,13.0
Buenos Aires,Argentina Open,Verdasco F.,Monteiro T.,1.36,3.0,2018,13.0
Buenos Aires,Argentina Open,Monfils G.,Cuevas P.,1.8,1.9,2018,13.0
Buenos Aires,Argentina Open,Elias G.,Carballes Baena R.,2.1,1.66,2018,13.0
Buenos Aires,Argentina Open,Zeballos H.,Cecchinato M.,1.66,2.1,2018,13.0
Buenos Aires,Argentina Open,Schwartzman D.,Haider-Maurer A.,1.06,10.0,2018,13.0
Buenos Aires,Argentina Open,Pella G.,Verdasco F.,2.5,1.5,2018,13.0
Buenos Aires,Argentina Open,Bedene A.,Ramos-Vinolas A.,2.0,1.72,2018,13.0
Buenos Aires,Argentina Open,Schwartzman D.,Bellucci T.,1.22,4.0,2018,13.0
Buenos Aires,Argentina Open,Thiem D.,Zeballos H.,1.16,5.0,2018,13.0
Buenos Aires,Argentina Open,Garcia-Lopez G.,Carreno Busta P.,2.5,1.5,2018,13.0
Buenos Aires,Argentina Open,Delbonis F.,Elias G.,1.57,2.25,2018,13.0
Buenos Aires,Argentina Open,Monfils G.,Lajovic D.,1.36,3.0,2018,13.0
Buenos Aires,Argentina Open,Mayer L.,Fognini F.,2.25,1.57,2018,13.0
Buenos Aires,Argentina Open,Delbonis F.,Garcia-Lopez G.,1.66,2.2,2018,13.0
Buenos Aires,Argentina Open,Bedene A.,Schwartzman D.,2.75,1.44,2018,13.0
Buenos Aires,Argentina Open,Monfils G.,Mayer L.,1.5,2.62,2018,13.0
Buenos Aires,Argentina Open,Thiem D.,Pella G.,1.28,3.75,2018,13.0
Buenos Aires,Argentina Open,Bedene A.,Delbonis F.,1.61,2.3,2018,13.0
Buenos Aires,Argentina Open,Thiem D.,Monfils G.,1.36,3.25,2018,13.0
Buenos Aires,Argentina Open,Thiem D.,Bedene A.,1.2,4.5,2018,13.0
New York,New York Open,Sela D.,Basilashvili N.,2.0,1.72,2018,84.0
New York,New York Open,Karlovic I.,Donaldson J.,1.66,2.1,2018,84.0
New York,New York Open,Harrison R.,Young D.,1.4,2.75,2018,84.0
New York,New York Open,Tiafoe F.,Korda S.,1.16,5.0,2018,84.0
New York,New York Open,Menendez-Maceiras A.,Johnson S.,3.25,1.33,2018,84.0
New York,New York Open,Albot R.,Fratangelo B.,2.25,1.57,2018,84.0
New York,New York Open,Gojowczyk P.,Kavcic B.,1.2,4.33,2018,84.0
New York,New York Open,Chardy J.,Travaglia S.,1.53,2.37,2018,84.0
New York,New York Open,Donskoy E.,Estrella Burgos V.,1.18,4.5,2018,84.0
