Location,Tournament,Winner,Loser,B365W,B365L,year,tourney_id
Doha,Qatar Exxon Mobil Open,Safwat M.,Ali Mutawa J.M.,1.02,19.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Brands D.,Chardy J.,2.5,1.5,2013,3.0
Doha,Qatar Exxon Mobil Open,Gasquet R.,Hernych J.,1.12,6.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Monfils G.,Zayed M. S.,1.02,19.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Kamke T.,Ramirez-Hidalgo R.,1.12,6.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Ferrer D.,Brown D.,1.03,15.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Kubot L.,Lopez F.,2.62,1.44,2013,3.0
Doha,Qatar Exxon Mobil Open,Brands D.,Safwat M.,1.11,6.5,2013,3.0
Doha,Qatar Exxon Mobil Open,Lorenzi P.,Rosol L.,3.25,1.33,2013,3.0
Doha,Qatar Exxon Mobil Open,Davydenko N.,Youzhny M.,1.66,2.1,2013,3.0
Doha,Qatar Exxon Mobil Open,Bolelli S.,Kubot L.,2.62,1.44,2013,3.0
Doha,Qatar Exxon Mobil Open,Monfils G.,Kohlschreiber P.,2.37,1.53,2013,3.0
Doha,Qatar Exxon Mobil Open,Lacko L.,Troicki V.,2.2,1.61,2013,3.0
Doha,Qatar Exxon Mobil Open,Gasquet R.,Zemlja G.,1.16,5.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Ferrer D.,Kamke T.,1.06,10.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Brands D.,Monfils G.,4.33,1.2,2013,3.0
Doha,Qatar Exxon Mobil Open,Gasquet R.,Lacko L.,1.3,3.4,2013,3.0
Doha,Qatar Exxon Mobil Open,Ferrer D.,Lorenzi P.,1.02,17.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Davydenko N.,Bolelli S.,1.16,5.0,2013,3.0
Doha,Qatar Exxon Mobil Open,Gasquet R.,Brands D.,1.2,4.33,2013,3.0
Doha,Qatar Exxon Mobil Open,Davydenko N.,Ferrer D.,3.5,1.28,2013,3.0
Doha,Qatar Exxon Mobil Open,Gasquet R.,Davydenko N.,2.37,1.57,2013,3.0
Auckland,Heineken Open,Bellucci T.,Goffin D.,2.25,1.57,2013,4.0
Auckland,Heineken Open,Malisse X.,Klizan M.,2.2,1.61,2013,4.0
Auckland,Heineken Open,Rochus O.,Ramos A.,1.66,2.1,2013,4.0
Auckland,Heineken Open,Baker B.,Janowicz J.,2.37,1.53,2013,4.0
Auckland,Heineken Open,Sijsling I.,Haase R.,1.44,2.62,2013,4.0
Auckland,Heineken Open,Lacko L.,Lorenzi P.,1.5,2.5,2013,4.0
Auckland,Heineken Open,Giraldo S.,Soeda G.,2.0,1.72,2013,4.0
Auckland,Heineken Open,Jones G.,Melzer J.,4.33,1.2,2013,4.0
Auckland,Heineken Open,Falla A.,Zemlja G.,1.61,2.2,2013,4.0
Auckland,Heineken Open,Levine J.,King-Turner D.,1.12,6.0,2013,4.0
Auckland,Heineken Open,Monfils G.,Becker B.,1.5,2.5,2013,4.0
Auckland,Heineken Open,Lu Y.H.,Paire B.,1.53,2.37,2013,4.0
Auckland,Heineken Open,Querrey S.,Rochus O.,1.25,3.75,2013,4.0
Auckland,Heineken Open,Malisse X.,Giraldo S.,2.2,1.61,2013,4.0
Auckland,Heineken Open,Kohlschreiber P.,Falla A.,1.33,3.25,2013,4.0
Auckland,Heineken Open,Lacko L.,Bellucci T.,2.0,1.72,2013,4.0
Auckland,Heineken Open,Levine J.,Baker B.,1.66,2.1,2013,4.0
Auckland,Heineken Open,Monfils G.,Jones G.,1.16,5.0,2013,4.0
Auckland,Heineken Open,Haas T.,Sijsling I.,1.5,2.5,2013,4.0
Auckland,Heineken Open,Ferrer D.,Lu Y.H.,1.1,7.0,2013,4.0
Auckland,Heineken Open,Kohlschreiber P.,Malisse X.,1.38,2.87,2013,4.0
Auckland,Heineken Open,Querrey S.,Levine J.,1.25,3.75,2013,4.0
Auckland,Heineken Open,Ferrer D.,Lacko L.,1.08,8.0,2013,4.0
Auckland,Heineken Open,Monfils G.,Haas T.,2.25,1.57,2013,4.0
Auckland,Heineken Open,Kohlschreiber P.,Querrey S.,2.37,1.53,2013,4.0
Auckland,Heineken Open,Ferrer D.,Monfils G.,1.16,5.0,2013,4.0
Auckland,Heineken Open,Ferrer D.,Kohlschreiber P.,1.18,4.5,2013,4.0
Sydney,Apia International,Istomin D.,Duckworth J.,1.14,5.5,2013,5.0
Sydney,Apia International,Granollers M.,Ebden M.,1.53,2.37,2013,5.0
Sydney,Apia International,Mayer F.,Sousa J.,1.18,4.5,2013,5.0
Sydney,Apia International,Benneteau J.,Andujar P.,1.14,5.5,2013,5.0
Sydney,Apia International,Lopez F.,Chardy J.,1.83,1.83,2013,5.0
Sydney,Apia International,Stepanek R.,Garcia-Lopez G.,1.57,2.25,2013,5.0
Sydney,Apia International,Millman J.,Robredo T.,2.5,1.5,2013,5.0
Sydney,Apia International,Nieminen J.,Phau B.,1.5,2.5,2013,5.0
Sydney,Apia International,Anderson K.,Bedene A.,1.22,4.0,2013,5.0
Sydney,Apia International,Fognini F.,Dimitrov G.,3.75,1.25,2013,5.0
Sydney,Apia International,Harrison R.,Bautista R.,1.3,3.4,2013,5.0
Sydney,Apia International,Tomic B.,Matosevic M.,1.22,4.0,2013,5.0
Sydney,Apia International,Benneteau J.,Stepanek R.,2.37,1.53,2013,5.0
Sydney,Apia International,Istomin D.,Verdasco F.,2.1,1.66,2013,5.0
Sydney,Apia International,Granollers M.,Fognini F.,1.57,2.25,2013,5.0
Sydney,Apia International,Anderson K.,Lopez F.,1.4,2.75,2013,5.0
Sydney,Apia International,Harrison R.,Isner J.,2.2,1.61,2013,5.0
Sydney,Apia International,Nieminen J.,Klec I.,1.14,5.5,2013,5.0
Sydney,Apia International,Seppi A.,Millman J.,1.4,2.75,2013,5.0
Sydney,Apia International,Tomic B.,Mayer F.,1.53,2.37,2013,5.0
Sydney,Apia International,Anderson K.,Istomin D.,1.53,2.37,2013,5.0
Sydney,Apia International,Benneteau J.,Harrison R.,1.72,2.0,2013,5.0
Sydney,Apia International,Tomic B.,Nieminen J.,1.36,3.0,2013,5.0
Sydney,Apia International,Seppi A.,Granollers M.,1.66,2.1,2013,5.0
Sydney,Apia International,Anderson K.,Benneteau J.,1.53,2.37,2013,5.0
Sydney,Apia International,Tomic B.,Seppi A.,1.44,2.62,2013,5.0
Sydney,Apia International,Tomic B.,Anderson K.,1.61,2.2,2013,5.0
Melbourne,Australian Open,Almagro N.,Johnson S.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Nishikori K.,Hanescu V.,1.07,9.0,2013,6.0
Melbourne,Australian Open,Rufin G.,Reister J.,2.25,1.57,2013,6.0
Melbourne,Australian Open,Berlocq C.,Authom M.,2.2,1.61,2013,6.0
Melbourne,Australian Open,Benneteau J.,Dimitrov G.,2.5,1.5,2013,6.0
Melbourne,Australian Open,Gimeno-Traver D.,Kubot L.,3.25,1.33,2013,6.0
Melbourne,Australian Open,Roger-Vasselin E.,Bemelmans R.,2.2,1.61,2013,6.0
Melbourne,Australian Open,Malisse X.,Andujar P.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Verdasco F.,Goffin D.,1.61,2.2,2013,6.0
Melbourne,Australian Open,Wawrinka S.,Stebe C.M.,1.12,6.0,2013,6.0
Melbourne,Australian Open,Harrison R.,Giraldo S.,1.72,2.0,2013,6.0
Melbourne,Australian Open,Donskoy E.,Ungur A.,1.3,3.4,2013,6.0
Melbourne,Australian Open,Berdych T.,Russell M.,1.03,15.0,2013,6.0
Melbourne,Australian Open,Djokovic N.,Mathieu P.H.,1.002,29.0,2013,6.0
Melbourne,Australian Open,Youzhny M.,Ebden M.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Melzer J.,Kukushkin M.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Kamke T.,Cipolla F.,1.25,3.75,2013,6.0
Melbourne,Australian Open,Baker B.,Bogomolov A.,1.72,2.0,2013,6.0
Melbourne,Australian Open,Smyczek T.,Karlovic I.,2.0,1.72,2013,6.0
Melbourne,Australian Open,Devvarman S.,Phau B.,3.0,1.36,2013,6.0
Melbourne,Australian Open,Kuznetsov An.,Monaco J.,3.75,1.25,2013,6.0
Melbourne,Australian Open,Lopez F.,Brugues-Davi A.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Ito T.,Millman J.,3.75,1.25,2013,6.0
Melbourne,Australian Open,Janowicz J.,Bolelli S.,1.3,3.4,2013,6.0
Melbourne,Australian Open,Ferrer D.,Rochus O.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Lacko L.,Muller G.,1.5,2.5,2013,6.0
Melbourne,Australian Open,Stepanek R.,Troicki V.,2.5,1.5,2013,6.0
Melbourne,Australian Open,Bautista R.,Fognini F.,2.0,1.72,2013,6.0
Melbourne,Australian Open,Querrey S.,Munoz-De La Nava D.,1.07,9.0,2013,6.0
Melbourne,Australian Open,Tipsarevic J.,Hewitt L.,1.61,2.2,2013,6.0
Melbourne,Australian Open,Anderson K.,Lorenzi P.,1.07,9.0,2013,6.0
Melbourne,Australian Open,Baghdatis M.,Ramos A.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Murray A.,Haase R.,1.01,23.0,2013,6.0
Melbourne,Australian Open,Kavcic B.,Bellucci T.,3.25,1.33,2013,6.0
Melbourne,Australian Open,Mayer F.,Williams R.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Sousa J.,Smith J.P.,1.61,2.2,2013,6.0
Melbourne,Australian Open,Berankis R.,Stakhovsky S.,1.5,2.5,2013,6.0
Melbourne,Australian Open,Seppi A.,Zeballos H.,1.2,4.33,2013,6.0
Melbourne,Australian Open,Istomin D.,Sijsling I.,1.38,2.87,2013,6.0
Melbourne,Australian Open,Raonic M.,Hajek J.,1.03,15.0,2013,6.0
Melbourne,Australian Open,Soeda G.,Saville L.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Duckworth J.,Mitchell B.,1.53,2.37,2013,6.0
Melbourne,Australian Open,Falla A.,Ouanna J.,1.28,3.5,2013,6.0
Melbourne,Australian Open,Chardy J.,Menendez-Maceiras A.,1.2,4.33,2013,6.0
Melbourne,Australian Open,Weintraub A.,Pella G.,2.0,1.72,2013,6.0
Melbourne,Australian Open,Kohlschreiber P.,Darcis S.,1.11,6.5,2013,6.0
Melbourne,Australian Open,Tsonga J.W.,Llodra M.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Federer R.,Paire B.,1.01,21.0,2013,6.0
Melbourne,Australian Open,Levine J.,Robredo T.,1.61,2.2,2013,6.0
Melbourne,Australian Open,Dodig I.,Wu D.,1.12,6.0,2013,6.0
Melbourne,Australian Open,Granollers M.,Zemlja G.,1.61,2.2,2013,6.0
Melbourne,Australian Open,Cilic M.,Matosevic M.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Rosol L.,Baker J.,1.28,3.5,2013,6.0
Melbourne,Australian Open,Del Potro J.M.,Mannarino A.,1.06,10.0,2013,6.0
Melbourne,Australian Open,Nieminen J.,Haas T.,3.0,1.36,2013,6.0
Melbourne,Australian Open,Becker B.,Bedene A.,2.2,1.61,2013,6.0
Melbourne,Australian Open,Simon G.,Volandri F.,1.04,13.0,2013,6.0
Melbourne,Australian Open,Lu Y.H.,Ramirez-Hidalgo R.,1.06,10.0,2013,6.0
Melbourne,Australian Open,Gasquet R.,Montanes A.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Davydenko N.,Sela D.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Ram R.,Garcia-Lopez G.,2.75,1.4,2013,6.0
Melbourne,Australian Open,Brands D.,Klizan M.,1.66,2.1,2013,6.0
Melbourne,Australian Open,Monfils G.,Dolgopolov O.,2.25,1.57,2013,6.0
Melbourne,Australian Open,Tomic B.,Mayer L.,1.05,11.0,2013,6.0
Melbourne,Australian Open,Almagro N.,Gimeno-Traver D.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Nishikori K.,Berlocq C.,1.05,11.0,2013,6.0
Melbourne,Australian Open,Janowicz J.,Devvarman S.,1.18,4.5,2013,6.0
Melbourne,Australian Open,Querrey S.,Baker B.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Melzer J.,Bautista R.,1.8,1.9,2013,6.0
Melbourne,Australian Open,Berdych T.,Rufin G.,1.02,17.0,2013,6.0
Melbourne,Australian Open,Donskoy E.,Youzhny M.,4.0,1.22,2013,6.0
Melbourne,Australian Open,Wawrinka S.,Kamke T.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Ferrer D.,Smyczek T.,1.01,26.0,2013,6.0
Melbourne,Australian Open,Baghdatis M.,Ito T.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Benneteau J.,Roger-Vasselin E.,1.18,4.5,2013,6.0
Melbourne,Australian Open,Stepanek R.,Lopez F.,2.0,1.72,2013,6.0
Melbourne,Australian Open,Tipsarevic J.,Lacko L.,1.12,6.0,2013,6.0
Melbourne,Australian Open,Anderson K.,Kuznetsov An.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Verdasco F.,Malisse X.,1.57,2.25,2013,6.0
Melbourne,Australian Open,Djokovic N.,Harrison R.,1.002,34.0,2013,6.0
Melbourne,Australian Open,Berankis R.,Mayer F.,1.72,2.0,2013,6.0
Melbourne,Australian Open,Seppi A.,Istomin D.,1.5,2.5,2013,6.0
Melbourne,Australian Open,Tsonga J.W.,Soeda G.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Kohlschreiber P.,Weintraub A.,1.05,11.0,2013,6.0
Melbourne,Australian Open,Kavcic B.,Duckworth J.,1.38,2.87,2013,6.0
Melbourne,Australian Open,Raonic M.,Rosol L.,1.18,4.5,2013,6.0
Melbourne,Australian Open,Murray A.,Sousa J.,1.0,41.0,2013,6.0
Melbourne,Australian Open,Tomic B.,Brands D.,1.11,6.5,2013,6.0
Melbourne,Australian Open,Chardy J.,Granollers M.,2.1,1.66,2013,6.0
Melbourne,Australian Open,Cilic M.,Ram R.,1.06,10.0,2013,6.0
Melbourne,Australian Open,Simon G.,Levine J.,1.4,2.75,2013,6.0
Melbourne,Australian Open,Monfils G.,Lu Y.H.,1.3,3.4,2013,6.0
Melbourne,Australian Open,Dodig I.,Nieminen J.,2.87,1.38,2013,6.0
Melbourne,Australian Open,Federer R.,Davydenko N.,1.04,13.0,2013,6.0
Melbourne,Australian Open,Del Potro J.M.,Becker B.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Gasquet R.,Falla A.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Tipsarevic J.,Benneteau J.,1.28,3.5,2013,6.0
Melbourne,Australian Open,Djokovic N.,Stepanek R.,1.0,41.0,2013,6.0
Melbourne,Australian Open,Anderson K.,Verdasco F.,1.66,2.2,2013,6.0
Melbourne,Australian Open,Almagro N.,Janowicz J.,1.4,3.0,2013,6.0
Melbourne,Australian Open,Nishikori K.,Donskoy E.,1.1,7.0,2013,6.0
Melbourne,Australian Open,Wawrinka S.,Querrey S.,1.61,2.25,2013,6.0
Melbourne,Australian Open,Berdych T.,Melzer J.,1.07,9.0,2013,6.0
Melbourne,Australian Open,Ferrer D.,Baghdatis M.,1.12,6.0,2013,6.0
Melbourne,Australian Open,Gasquet R.,Dodig I.,1.07,9.0,2013,6.0
Melbourne,Australian Open,Chardy J.,Del Potro J.M.,13.0,1.04,2013,6.0
Melbourne,Australian Open,Seppi A.,Cilic M.,2.87,1.4,2013,6.0
Melbourne,Australian Open,Murray A.,Berankis R.,1.01,26.0,2013,6.0
Melbourne,Australian Open,Tsonga J.W.,Kavcic B.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Raonic M.,Kohlschreiber P.,1.61,2.25,2013,6.0
Melbourne,Australian Open,Federer R.,Tomic B.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Simon G.,Monfils G.,1.53,2.5,2013,6.0
Melbourne,Australian Open,Ferrer D.,Nishikori K.,1.2,4.5,2013,6.0
Melbourne,Australian Open,Almagro N.,Tipsarevic J.,1.72,2.1,2013,6.0
Melbourne,Australian Open,Berdych T.,Anderson K.,1.2,4.5,2013,6.0
Melbourne,Australian Open,Djokovic N.,Wawrinka S.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Chardy J.,Seppi A.,2.5,1.53,2013,6.0
Melbourne,Australian Open,Tsonga J.W.,Gasquet R.,1.53,2.5,2013,6.0
Melbourne,Australian Open,Murray A.,Simon G.,1.02,19.0,2013,6.0
Melbourne,Australian Open,Federer R.,Raonic M.,1.11,7.0,2013,6.0
Melbourne,Australian Open,Ferrer D.,Almagro N.,1.14,5.5,2013,6.0
Melbourne,Australian Open,Djokovic N.,Berdych T.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Murray A.,Chardy J.,1.04,13.0,2013,6.0
Melbourne,Australian Open,Federer R.,Tsonga J.W.,1.16,5.0,2013,6.0
Melbourne,Australian Open,Djokovic N.,Ferrer D.,1.08,8.0,2013,6.0
Melbourne,Australian Open,Murray A.,Federer R.,1.61,2.3,2013,6.0
Melbourne,Australian Open,Djokovic N.,Murray A.,1.53,2.62,2013,6.0
Montpellier,Open Sud de France,Darcis S.,Mannarino A.,2.62,1.44,2013,59.0
Montpellier,Open Sud de France,Hajek J.,Sela D.,3.0,1.36,2013,59.0
Montpellier,Open Sud de France,Nieminen J.,Serra F.,1.36,3.0,2013,59.0
Montpellier,Open Sud de France,Hanescu V.,Olaso G.,1.33,3.25,2013,59.0
Montpellier,Open Sud de France,Paire B.,Menendez-Maceiras A.,1.22,4.0,2013,59.0
Montpellier,Open Sud de France,Monfils G.,Bemelmans R.,1.16,5.0,2013,59.0
Montpellier,Open Sud de France,Stakhovsky S.,Mathieu P.H.,3.0,1.36,2013,59.0
Montpellier,Open Sud de France,Troicki V.,Pouille L.,1.16,5.0,2013,59.0
Montpellier,Open Sud de France,Brugues-Davi A.,Kukushkin M.,1.36,3.0,2013,59.0
Montpellier,Open Sud de France,Benneteau J.,Ungur A.,1.04,13.0,2013,59.0
Montpellier,Open Sud de France,Ito T.,Roger-Vasselin E.,3.75,1.25,2013,59.0
Montpellier,Open Sud de France,Llodra M.,De Schepper K.,1.36,3.0,2013,59.0
Montpellier,Open Sud de France,Nieminen J.,Davydenko N.,2.37,1.53,2013,59.0
Montpellier,Open Sud de France,Paire B.,Darcis S.,1.36,3.0,2013,59.0
Montpellier,Open Sud de France,Hajek J.,Troicki V.,3.75,1.25,2013,59.0
Montpellier,Open Sud de France,Simon G.,Brugues-Davi A.,1.08,8.0,2013,59.0
Montpellier,Open Sud de France,Stakhovsky S.,Ito T.,1.4,2.75,2013,59.0
Montpellier,Open Sud de France,Llodra M.,Tipsarevic J.,2.1,1.66,2013,59.0
Montpellier,Open Sud de France,Gasquet R.,Monfils G.,1.53,2.37,2013,59.0
Montpellier,Open Sud de France,Benneteau J.,Hanescu V.,1.18,4.5,2013,59.0
Montpellier,Open Sud de France,Llodra M.,Hajek J.,1.1,7.0,2013,59.0
Montpellier,Open Sud de France,Nieminen J.,Stakhovsky S.,1.3,3.4,2013,59.0
Montpellier,Open Sud de France,Paire B.,Simon G.,2.62,1.44,2013,59.0
Montpellier,Open Sud de France,Gasquet R.,Benneteau J.,1.36,3.0,2013,59.0
Montpellier,Open Sud de France,Paire B.,Llodra M.,2.5,1.5,2013,59.0
Montpellier,Open Sud de France,Gasquet R.,Nieminen J.,1.22,4.0,2013,59.0
Montpellier,Open Sud de France,Gasquet R.,Paire B.,1.25,4.0,2013,59.0
Vina del Mar,VTR Open,Giraldo S.,Alund M.,1.33,3.25,2013,8.0
Vina del Mar,VTR Open,Volandri F.,Mayer L.,2.87,1.38,2013,8.0
Vina del Mar,VTR Open,Garin C.,Lajovic D.,6.5,1.11,2013,8.0
Vina del Mar,VTR Open,Rufin G.,Ramirez-Hidalgo R.,1.4,2.75,2013,8.0
Vina del Mar,VTR Open,Berlocq C.,Kuznetsov An.,1.44,2.62,2013,8.0
Vina del Mar,VTR Open,Delbonis F.,Pella G.,1.3,3.4,2013,8.0
Vina del Mar,VTR Open,Robredo T.,Riba P.,1.1,7.0,2013,8.0
Vina del Mar,VTR Open,Zeballos H.,Schwartzman D.,1.57,2.25,2013,8.0
Vina del Mar,VTR Open,Montanes A.,Massu N.,1.2,4.33,2013,8.0
Vina del Mar,VTR Open,Gimeno-Traver D.,Sousa J.,1.36,3.0,2013,8.0
Vina del Mar,VTR Open,Ramos A.,Dutra Silva R.,1.33,3.25,2013,8.0
Vina del Mar,VTR Open,Lorenzi P.,Naso G.,1.57,2.25,2013,8.0
Vina del Mar,VTR Open,Rufin G.,Monaco J.,4.0,1.22,2013,8.0
Vina del Mar,VTR Open,Berlocq C.,Giraldo S.,1.44,2.62,2013,8.0
Vina del Mar,VTR Open,Nadal R.,Delbonis F.,1.03,15.0,2013,8.0
Vina del Mar,VTR Open,Ramos A.,Volandri F.,1.4,2.75,2013,8.0
Vina del Mar,VTR Open,Zeballos H.,Andujar P.,1.5,2.5,2013,8.0
Vina del Mar,VTR Open,Lorenzi P.,Robredo T.,2.25,1.57,2013,8.0
Vina del Mar,VTR Open,Gimeno-Traver D.,Montanes A.,1.83,1.83,2013,8.0
Vina del Mar,VTR Open,Chardy J.,Garin C.,1.1,7.0,2013,8.0
Vina del Mar,VTR Open,Berlocq C.,Rufin G.,1.5,2.5,2013,8.0
Vina del Mar,VTR Open,Zeballos H.,Ramos A.,2.25,1.57,2013,8.0
Vina del Mar,VTR Open,Nadal R.,Gimeno-Traver D.,1.02,17.0,2013,8.0
Vina del Mar,VTR Open,Chardy J.,Lorenzi P.,1.5,2.5,2013,8.0
Vina del Mar,VTR Open,Zeballos H.,Berlocq C.,2.75,1.4,2013,8.0
Vina del Mar,VTR Open,Nadal R.,Chardy J.,1.1,7.0,2013,8.0
Vina del Mar,VTR Open,Zeballos H.,Nadal R.,17.0,1.02,2013,8.0
Zagreb,PBZ Zagreb Indoors,Klizan M.,Viola M.,1.36,3.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Devvarman S.,Berrer M.,4.0,1.22,2013,9.0
Zagreb,PBZ Zagreb Indoors,Sijsling I.,Mektic N.,1.14,5.5,2013,9.0
Zagreb,PBZ Zagreb Indoors,Kavcic B.,Bedene A.,2.25,1.57,2013,9.0
Zagreb,PBZ Zagreb Indoors,Petzschner P.,Pavic M.,1.1,7.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Zemlja G.,Bozoljac I.,1.72,2.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Karlovic I.,Dimitrov G.,3.0,1.36,2013,9.0
Zagreb,PBZ Zagreb Indoors,Rosol L.,Veger F.,1.16,5.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Cipolla F.,Lacko L.,3.75,1.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Haase R.,Veic A.,1.28,3.5,2013,9.0
Zagreb,PBZ Zagreb Indoors,Baghdatis M.,Kamke T.,1.2,4.33,2013,9.0
Zagreb,PBZ Zagreb Indoors,Dodig I.,Becker B.,1.53,2.37,2013,9.0
Zagreb,PBZ Zagreb Indoors,Youzhny M.,Sijsling I.,1.44,2.62,2013,9.0
Zagreb,PBZ Zagreb Indoors,Haase R.,Klizan M.,1.57,2.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Devvarman S.,1.33,3.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Kavcic B.,Baghdatis M.,6.0,1.12,2013,9.0
Zagreb,PBZ Zagreb Indoors,Rosol L.,Cipolla F.,1.33,3.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Petzschner P.,Marcan D.,1.14,5.5,2013,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Zemlja G.,1.12,6.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Dodig I.,Karlovic I.,1.57,2.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Rosol L.,1.83,1.83,2013,9.0
Zagreb,PBZ Zagreb Indoors,Haase R.,Petzschner P.,1.83,1.83,2013,9.0
Zagreb,PBZ Zagreb Indoors,Youzhny M.,Dodig I.,1.5,2.5,2013,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Kavcic B.,1.06,10.0,2013,9.0
Zagreb,PBZ Zagreb Indoors,Melzer J.,Haase R.,1.57,2.25,2013,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Youzhny M.,1.53,2.37,2013,9.0
Zagreb,PBZ Zagreb Indoors,Cilic M.,Melzer J.,1.25,4.0,2013,9.0
Rotterdam,ABN AMRO World Tennis Tournament,Hanescu V.,Janowicz J.,3.75,1.25,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Klizan M.,Mathieu P.H.,2.2,1.61,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Viola M.,Granollers M.,3.0,1.36,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Simon G.,Brands D.,1.53,2.37,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Tomic B.,2.2,1.61,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Sijsling I.,Tsonga J.W.,7.0,1.1,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Davydenko N.,Mayer F.,1.28,3.5,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,De Bakker T.,Youzhny M.,5.0,1.16,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Benneteau J.,Kamke T.,1.25,3.75,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Gulbis E.,Haase R.,1.61,2.2,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Del Potro J.M.,Monfils G.,1.2,4.33,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Nieminen J.,Goffin D.,1.53,2.37,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Bachinger M.,Seppi A.,4.33,1.2,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Gasquet R.,Troicki V.,1.14,5.5,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Baghdatis M.,Paire B.,1.57,2.25,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Federer R.,Zemlja G.,1.02,19.0,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Simon G.,Viola M.,1.1,7.0,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Benneteau J.,Hanescu V.,1.16,5.0,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Dimitrov G.,Davydenko N.,2.0,1.72,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Nieminen J.,Bachinger M.,1.22,4.0,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Baghdatis M.,Gasquet R.,2.62,1.44,2013,11.0
Rotterdam,ABN AMRO World Tennis Tournament,Del Potro J.M.,Gulbis E.,1.18,4.5,2013,11.0
